EquipmentID,Age,UsageHours,MaintenanceHistory,Temperature,Pressure,VibrationLevel,OperatorExperience,FailureHistory,Location,Environment,Failure
2683,16,31812,9,114.4,58.43,1.15,5,5,Section C,Normal,No
2684,15,18826,3,33.73,211.46,5.33,25,0,Section C,Humid,Yes
2685,5,49640,6,116.25,203.91,3.76,6,0,Section C,Dry,No
2686,17,17992,15,136.69,283.14,1.1,27,5,Section C,Dry,Yes
2687,12,20268,6,27.26,275.37,3.04,9,2,Section D,Humid,Yes
2688,10,40250,12,73.38,279.68,6.33,23,6,Section B,Normal,Yes
2689,4,38751,2,73.09,297.31,6.67,26,3,Section B,Normal,Yes
2690,6,18241,17,125.34,131.83,1.35,17,9,Section B,Normal,Yes
2691,5,49764,8,35.46,172.38,9.39,15,6,Section B,Dry,No
2692,9,37739,18,39.68,96.8,1.92,6,4,Section B,Normal,Yes
2693,11,28516,3,69.79,253.62,6.67,6,6,Section D,Humid,No
2694,7,32106,7,130.73,193.32,3.32,7,9,Section B,Normal,No
2695,9,9225,16,148.27,222.3,7.06,1,2,Section D,Normal,Yes
2696,29,33182,14,91.0,65.41,8.15,12,7,Section A,Dry,Yes
2697,25,27046,2,40.52,64.71,0.9,5,6,Section D,Dry,Yes
2698,22,589,5,137.37,68.72,7.99,12,4,Section D,Normal,No
2699,5,48608,1,41.09,228.54,1.3,5,2,Section D,Humid,No
2700,25,6507,16,67.81,142.03,5.24,3,9,Section B,Normal,Yes
2701,1,49285,13,116.3,236.83,3.45,7,9,Section C,Humid,Yes
2702,15,24331,12,27.76,179.5,3.14,3,4,Section D,Normal,No
2703,17,19341,13,83.02,97.96,1.61,4,0,Section C,Humid,Yes
2704,22,45891,7,72.94,78.63,6.8,5,7,Section C,Dry,No
2705,10,26115,9,142.9,281.82,3.1,10,5,Section D,Humid,No
2706,16,12328,0,91.0,214.49,5.1,23,3,Section B,Dry,No
2707,24,47806,1,135.39,201.19,0.25,4,3,Section D,Humid,Yes
2708,3,4557,3,31.53,203.19,6.08,8,9,Section B,Normal,No
2709,14,24024,15,92.51,140.09,6.8,9,0,Section A,Normal,No
2710,10,40730,10,109.95,75.58,0.72,12,0,Section C,Normal,Yes
2711,8,42735,14,39.64,269.54,5.37,25,7,Section D,Dry,No
2712,17,38957,0,130.27,280.74,7.17,16,5,Section C,Normal,No
2713,24,47972,19,134.29,166.86,1.5,20,3,Section D,Normal,Yes
2714,11,36536,9,108.12,156.2,0.53,29,2,Section A,Normal,Yes
2715,28,39134,12,87.64,105.12,2.02,10,0,Section C,Dry,Yes
2716,17,16362,15,110.23,52.1,3.58,18,8,Section D,Humid,Yes
2717,1,31725,14,57.07,225.29,4.32,25,9,Section D,Normal,No
2718,19,22068,4,34.39,175.11,0.82,16,2,Section C,Dry,Yes
2719,12,5473,16,91.77,287.55,9.8,10,6,Section D,Dry,Yes
2720,23,26131,18,82.73,61.04,6.93,17,3,Section A,Normal,Yes
2721,6,47140,12,75.44,134.26,1.42,5,7,Section A,Normal,No
2722,6,26637,1,44.57,296.27,7.99,26,7,Section C,Normal,Yes
2723,17,39792,7,44.73,205.24,3.27,6,4,Section A,Dry,No
2724,17,20730,0,148.08,137.89,3.81,10,9,Section A,Humid,No
2725,13,21076,1,140.51,99.64,0.82,18,2,Section B,Dry,Yes
2726,10,47516,8,52.9,66.34,4.29,29,4,Section D,Dry,Yes
2727,19,42303,11,27.79,280.71,0.87,17,1,Section B,Normal,Yes
2728,18,2381,8,62.21,150.33,6.83,15,9,Section D,Dry,Yes
2729,1,1910,0,129.87,286.24,3.5,21,5,Section D,Humid,Yes
2730,2,49901,7,49.04,137.84,3.03,16,6,Section D,Dry,Yes
2731,12,27573,6,147.93,285.72,6.52,12,5,Section A,Dry,Yes
2732,25,24555,19,46.48,252.42,6.91,14,8,Section B,Normal,Yes
2733,23,32243,9,92.54,131.77,6.42,2,4,Section C,Humid,No
2734,11,48599,0,149.0,156.35,7.91,22,7,Section C,Dry,Yes
2735,5,13574,14,36.91,285.83,6.42,25,8,Section D,Normal,Yes
2736,9,45903,2,45.69,236.04,9.46,1,9,Section C,Humid,Yes
2737,16,10141,17,96.76,251.24,5.71,23,5,Section D,Normal,Yes
2738,11,26964,4,122.62,206.79,8.86,26,4,Section B,Dry,No
2739,4,19987,16,111.3,65.11,9.62,4,3,Section C,Dry,No
2740,29,531,0,96.59,264.95,1.72,1,2,Section B,Dry,No
2741,9,29658,17,75.96,244.47,6.8,6,6,Section A,Dry,Yes
2742,18,8826,2,122.22,192.87,6.6,20,9,Section A,Dry,Yes
2743,18,25547,1,38.28,223.78,8.71,20,1,Section D,Normal,No
2744,25,14746,11,51.85,107.85,3.44,6,2,Section D,Humid,Yes
2745,6,42072,8,122.61,281.47,4.0,27,9,Section A,Normal,Yes
2746,27,33629,8,56.56,103.53,0.57,22,2,Section B,Dry,Yes
2747,6,3093,10,37.97,218.27,7.69,27,9,Section B,Humid,No
2748,4,41241,5,129.59,168.8,2.74,11,1,Section D,Dry,Yes
2749,27,4522,8,119.94,187.77,9.3,25,1,Section C,Dry,No
2750,11,33626,4,103.05,101.4,6.66,24,4,Section B,Dry,No
2751,26,18169,19,105.27,95.23,3.39,24,7,Section D,Normal,No
2752,6,26612,12,106.29,132.12,8.2,13,1,Section A,Humid,Yes
2753,9,10416,13,114.98,57.39,8.19,9,5,Section C,Humid,No
2754,13,16841,15,60.96,80.3,1.7,20,5,Section A,Normal,Yes
2755,18,16659,17,132.5,141.02,5.46,23,9,Section D,Dry,No
2756,15,25905,7,53.75,201.95,0.2,5,1,Section A,Humid,No
2757,18,21290,1,73.78,137.98,3.51,17,0,Section A,Dry,Yes
2758,1,29333,16,86.36,68.29,6.97,19,4,Section C,Dry,No
2759,29,24675,10,124.81,250.18,3.37,23,2,Section D,Humid,No
2760,24,24246,5,76.31,89.51,1.43,3,2,Section B,Dry,No
2761,23,34078,8,86.03,63.96,5.82,25,4,Section C,Humid,No
2762,5,39967,0,130.8,138.03,9.62,29,8,Section C,Humid,Yes
2763,22,20030,10,149.97,166.01,4.19,20,5,Section A,Normal,No
2764,27,35700,11,123.12,273.08,9.19,2,2,Section A,Normal,Yes
2765,18,17873,5,59.22,112.0,9.06,13,7,Section C,Normal,Yes
2766,16,13194,14,34.29,196.73,6.72,12,7,Section A,Dry,Yes
2767,24,3494,5,110.34,118.96,0.8,15,9,Section D,Humid,Yes
2768,15,45019,17,109.29,80.14,6.57,28,1,Section B,Normal,Yes
2769,16,7947,6,83.56,209.37,5.95,22,1,Section B,Humid,No
2770,27,32341,7,114.2,237.31,5.86,14,7,Section D,Humid,Yes
2771,6,40988,4,28.2,185.95,3.45,23,2,Section B,Humid,No
2772,21,26320,7,149.27,134.16,7.53,11,1,Section B,Normal,Yes
2773,25,34547,5,82.95,296.96,8.84,25,4,Section C,Normal,Yes
2774,27,41184,18,93.72,58.36,6.78,17,9,Section A,Humid,Yes
2775,16,12446,10,89.23,188.15,1.56,16,9,Section B,Humid,No
2776,1,16696,11,90.8,217.2,7.87,22,3,Section A,Normal,No
2777,11,20860,16,121.72,155.86,1.65,21,9,Section D,Humid,No
2778,1,1512,10,29.29,83.36,8.02,2,2,Section A,Humid,No
2779,1,24036,11,139.68,94.6,6.12,16,2,Section C,Normal,Yes
2780,10,10081,6,64.63,286.44,3.49,22,6,Section C,Normal,Yes
2781,6,24401,7,101.26,276.22,5.71,17,7,Section B,Normal,No
2782,9,27464,7,27.52,93.76,8.25,9,9,Section B,Dry,Yes
2783,13,41041,3,83.53,64.61,5.17,22,2,Section D,Humid,No
2784,24,47342,17,125.94,93.16,4.82,3,4,Section D,Dry,Yes
2785,6,35015,16,60.74,269.55,2.2,2,1,Section A,Humid,No
2786,9,29571,15,66.74,75.06,3.72,25,8,Section C,Dry,No
2787,1,13622,14,103.75,90.55,5.25,26,8,Section C,Humid,No
2788,15,13834,7,29.01,226.69,1.23,12,3,Section A,Humid,No
2789,6,42447,12,69.86,254.6,7.15,28,4,Section C,Dry,No
2790,4,9488,7,121.59,186.25,8.96,22,1,Section A,Dry,No
2791,8,37813,4,106.98,98.89,7.92,1,4,Section A,Dry,No
2792,18,14215,6,90.88,251.87,4.92,18,1,Section D,Humid,No
2793,26,49165,4,96.12,143.13,0.18,18,6,Section C,Humid,Yes
2794,7,40891,13,53.14,218.52,4.62,25,2,Section C,Humid,No
2795,10,35555,0,143.14,111.89,1.33,17,2,Section D,Normal,Yes
2796,18,31427,2,149.54,188.5,7.45,24,2,Section B,Normal,No
2797,26,36716,16,41.22,134.16,1.36,14,6,Section D,Humid,No
2798,4,6872,11,29.87,108.4,1.32,24,9,Section A,Dry,Yes
2799,9,46002,19,42.56,232.3,5.18,11,4,Section D,Humid,No
2800,11,24912,12,61.02,266.83,2.49,8,3,Section C,Normal,No
2801,8,40505,0,112.43,268.62,2.49,23,4,Section B,Humid,No
2802,25,38725,16,89.77,160.18,9.6,5,6,Section A,Normal,No
2803,18,17310,16,27.25,277.15,3.01,25,2,Section B,Dry,Yes
2804,15,10605,8,85.37,179.98,9.2,26,2,Section D,Humid,Yes
2805,5,6117,4,97.48,138.38,2.4,2,6,Section D,Normal,Yes
2806,4,45453,5,37.36,239.75,8.99,12,0,Section B,Dry,Yes
2807,11,40426,18,31.19,118.99,2.11,25,1,Section A,Dry,No
2808,8,23012,0,74.53,151.58,1.83,3,7,Section B,Humid,No
2809,2,43244,9,120.77,249.38,2.85,11,5,Section B,Dry,No
2810,3,12557,2,41.48,172.8,4.27,23,8,Section A,Normal,No
2811,20,4477,13,36.74,82.12,2.17,29,4,Section D,Humid,Yes
2812,7,32050,11,129.16,288.5,6.2,3,6,Section A,Humid,Yes
2813,18,39647,18,53.31,53.08,4.74,29,9,Section C,Dry,No
2814,12,22428,15,35.47,111.33,5.43,22,7,Section B,Humid,Yes
2815,24,25465,12,137.83,251.63,6.68,25,7,Section D,Normal,No
2816,22,48314,12,69.86,261.42,4.67,16,7,Section A,Normal,No
2817,7,33126,14,74.28,219.15,1.03,6,0,Section D,Humid,Yes
2818,4,11246,18,145.88,203.26,3.6,2,0,Section A,Humid,No
2819,1,9115,13,111.66,258.2,5.23,17,8,Section A,Dry,No
2820,16,24406,18,138.47,236.33,1.87,21,4,Section D,Normal,No
2821,2,21727,8,59.53,295.06,4.98,14,7,Section D,Dry,Yes
2822,26,14009,19,98.83,165.16,1.32,18,0,Section B,Normal,Yes
2823,29,17697,5,80.48,117.64,3.59,9,8,Section D,Normal,Yes
2824,6,16651,12,149.87,51.1,8.4,1,3,Section C,Humid,No
2825,1,8753,1,83.08,132.46,0.56,20,9,Section D,Humid,No
2826,26,16976,6,109.36,256.55,0.46,22,6,Section D,Humid,No
2827,7,35827,16,46.2,58.39,4.05,21,1,Section A,Humid,No
2828,8,1477,11,38.26,222.68,9.15,18,5,Section C,Humid,Yes
2829,8,31336,6,32.86,61.19,6.18,27,8,Section C,Humid,Yes
2830,2,34968,9,94.41,168.98,6.9,23,9,Section C,Dry,No
2831,11,46763,2,133.58,155.59,5.61,20,2,Section C,Humid,Yes
2832,13,1957,6,133.59,284.13,7.77,12,7,Section C,Normal,Yes
2833,20,39662,14,29.03,129.93,4.14,17,4,Section A,Humid,Yes
2834,29,24790,3,123.27,183.78,7.52,24,8,Section B,Humid,No
2835,9,32972,16,134.4,205.08,9.35,10,6,Section D,Humid,No
2836,29,44639,12,124.95,122.47,3.52,23,8,Section D,Humid,No
2837,6,22817,19,23.16,111.98,4.17,26,0,Section D,Normal,Yes
2838,29,42956,0,111.73,121.59,1.83,4,3,Section B,Normal,No
2839,23,21580,11,68.26,82.12,1.27,16,1,Section A,Humid,Yes
2840,21,49236,12,114.62,78.94,7.52,11,4,Section C,Normal,No
2841,16,3539,0,79.65,198.01,5.92,28,1,Section A,Dry,No
2842,27,18106,0,107.09,75.15,7.19,1,2,Section B,Normal,No
2843,25,15021,10,55.6,98.32,1.76,23,4,Section D,Dry,Yes
2844,4,23718,19,38.99,92.62,7.6,3,4,Section D,Normal,No
2845,23,44086,9,139.82,84.62,3.21,15,9,Section C,Normal,Yes
2846,24,4992,15,113.44,85.32,6.24,13,3,Section B,Humid,Yes
2847,22,14258,2,142.67,249.43,8.49,24,5,Section A,Humid,Yes
2848,1,39519,19,124.93,110.47,6.19,10,8,Section B,Humid,Yes
2849,22,3770,12,49.78,104.79,1.8,6,8,Section A,Normal,No
2850,7,30612,18,111.09,82.22,5.05,23,7,Section B,Normal,Yes
2851,16,19051,17,92.83,225.14,2.61,26,5,Section A,Normal,Yes
2852,4,31833,19,55.98,85.4,5.57,5,7,Section D,Humid,Yes
2853,14,49211,17,132.59,63.95,0.88,24,0,Section B,Dry,No
2854,14,7113,12,121.34,299.29,9.83,13,4,Section A,Humid,Yes
2855,27,21655,13,36.7,192.14,6.24,14,8,Section D,Normal,Yes
2856,15,7393,0,94.1,224.65,3.88,19,7,Section D,Normal,Yes
2857,17,9071,15,119.89,269.74,3.51,2,5,Section A,Dry,Yes
2858,7,46820,14,40.95,50.62,5.85,14,9,Section D,Humid,No
2859,3,20071,10,148.93,250.99,6.75,17,7,Section B,Normal,Yes
2860,22,29642,9,98.61,222.55,2.42,26,3,Section D,Normal,No
2861,22,13633,14,132.03,133.19,5.55,11,8,Section B,Normal,Yes
2862,3,43333,19,91.01,64.1,8.58,20,1,Section D,Normal,No
2863,18,31963,5,60.16,188.29,8.12,27,7,Section D,Humid,Yes
2864,21,19743,0,128.61,126.78,1.93,21,7,Section C,Normal,No
2865,28,29966,17,78.16,59.36,3.89,8,1,Section A,Dry,No
2866,26,4292,6,95.74,283.46,7.93,19,5,Section D,Dry,No
2867,3,16143,5,94.84,61.8,3.16,28,8,Section B,Dry,No
2868,19,24944,13,27.67,174.64,7.71,11,1,Section A,Dry,Yes
2869,24,27137,12,64.11,229.12,7.12,22,4,Section B,Humid,Yes
2870,26,11127,1,63.36,180.26,1.91,24,2,Section A,Humid,Yes
2871,4,45346,9,25.68,295.93,7.0,14,0,Section C,Humid,No
2872,21,472,11,33.61,201.16,8.39,14,6,Section C,Humid,Yes
2873,16,24487,5,94.23,196.18,9.08,9,4,Section B,Normal,No
2874,24,5337,7,61.87,207.64,2.52,6,3,Section D,Humid,No
2875,17,22650,17,85.24,293.35,9.97,29,9,Section A,Humid,No
2876,7,25058,0,82.85,131.47,4.95,12,3,Section A,Humid,Yes
2877,5,10370,5,105.05,259.19,2.59,7,9,Section C,Normal,No
2878,15,11311,9,130.45,71.49,7.25,16,5,Section A,Normal,No
2879,29,21132,6,49.5,214.26,7.16,7,4,Section A,Dry,No
2880,15,39237,16,67.01,193.92,6.18,19,3,Section D,Dry,Yes
2881,2,23196,6,92.44,207.98,1.53,25,6,Section B,Humid,No
2882,18,26241,19,116.39,160.89,0.42,26,7,Section D,Humid,No
2883,24,11471,1,69.85,226.27,7.38,3,1,Section C,Normal,No
2884,10,9523,9,54.47,216.08,3.56,27,5,Section D,Dry,Yes
2885,20,9667,14,107.79,263.14,1.07,6,9,Section A,Normal,Yes
2886,14,11719,8,106.3,278.44,9.32,8,3,Section C,Dry,No
2887,2,17077,7,118.39,101.71,9.27,10,3,Section C,Normal,Yes
2888,10,24299,9,84.68,235.52,6.46,14,1,Section A,Humid,Yes
2889,26,5127,11,29.81,186.17,2.5,10,6,Section A,Dry,Yes
2890,27,35120,2,96.52,123.78,9.85,17,5,Section A,Humid,No
2891,8,30261,0,60.85,97.83,2.49,23,5,Section B,Normal,No
2892,12,29345,7,149.72,110.16,0.21,6,2,Section C,Dry,Yes
2893,15,11270,17,95.59,151.02,9.01,20,7,Section C,Humid,No
2894,22,24028,11,77.48,171.09,2.04,27,8,Section A,Humid,Yes
2895,9,41214,8,119.06,129.16,6.33,5,7,Section D,Humid,Yes
2896,21,8169,5,147.16,144.18,2.46,27,4,Section A,Humid,Yes
2897,17,3933,7,84.15,277.97,4.52,28,7,Section D,Dry,Yes
2898,28,39587,9,63.08,97.71,4.09,14,5,Section B,Humid,Yes
2899,3,42592,4,82.59,61.01,3.81,2,8,Section A,Dry,No
2900,5,23442,7,110.19,235.69,3.25,24,7,Section C,Dry,No
2901,10,40207,9,107.52,134.14,0.25,24,8,Section C,Dry,Yes
2902,28,12458,2,116.85,114.03,2.22,25,9,Section B,Normal,Yes
2903,5,38067,17,100.64,286.86,9.94,15,0,Section C,Normal,Yes
2904,23,17550,6,144.06,142.14,0.18,27,8,Section C,Normal,No
2905,5,19100,8,67.44,154.83,0.81,2,6,Section A,Humid,Yes
2906,9,22034,6,20.16,202.2,0.42,28,4,Section A,Humid,Yes
2907,24,38588,7,39.43,148.49,5.19,5,0,Section D,Humid,No
2908,5,27581,15,25.72,256.52,0.46,29,2,Section B,Humid,No
2909,22,16061,10,39.77,161.98,5.41,7,3,Section A,Dry,Yes
2910,23,47067,14,47.93,146.36,3.33,29,2,Section D,Dry,No
2911,29,31349,13,55.34,193.08,8.79,10,2,Section C,Humid,Yes
2912,23,1609,16,23.19,282.22,3.65,19,8,Section A,Normal,Yes
2913,14,8695,14,56.65,183.6,8.22,26,9,Section D,Normal,No
2914,9,44351,3,39.34,127.53,7.07,28,0,Section C,Dry,No
2915,19,14630,12,31.18,135.39,9.7,4,6,Section C,Humid,No
2916,27,17377,3,95.56,99.37,4.48,19,3,Section C,Dry,Yes
2917,21,41628,18,45.08,206.83,9.55,13,9,Section B,Dry,Yes
2918,23,20427,17,30.58,57.27,6.5,4,4,Section C,Humid,No
2919,6,1474,18,43.32,221.8,3.89,23,3,Section A,Dry,Yes
2920,4,23607,10,132.82,274.29,4.95,16,3,Section C,Humid,No
2921,4,17515,5,88.83,212.86,7.33,24,3,Section D,Humid,No
2922,15,915,9,89.48,260.51,8.86,29,0,Section A,Humid,No
2923,5,26909,7,55.39,71.26,4.12,22,1,Section A,Humid,No
2924,13,33571,19,87.1,233.63,9.44,9,5,Section D,Normal,No
2925,13,44060,3,115.68,239.54,4.84,21,0,Section D,Humid,Yes
2926,19,44566,19,97.55,135.26,7.73,26,0,Section D,Humid,Yes
2927,5,21830,3,89.82,225.58,9.09,18,1,Section D,Normal,Yes
2928,14,590,10,67.27,158.32,2.28,1,0,Section D,Humid,No
2929,28,25227,7,101.98,229.92,2.09,14,6,Section D,Dry,No
2930,15,48311,18,131.42,224.33,6.85,15,6,Section C,Humid,No
2931,18,23398,0,44.79,125.41,6.36,7,4,Section B,Dry,No
2932,8,11042,16,127.14,57.03,8.3,14,5,Section C,Normal,No
2933,17,35997,5,82.93,244.77,5.46,27,2,Section B,Normal,No
2934,18,1500,18,147.3,123.4,7.29,1,3,Section B,Normal,Yes
2935,28,41775,15,54.05,193.8,1.78,18,6,Section B,Normal,Yes
2936,8,45261,10,32.69,206.28,5.5,6,0,Section B,Dry,Yes
2937,28,34509,15,40.87,271.26,0.2,24,7,Section A,Humid,Yes
2938,14,5739,11,22.49,57.18,6.85,26,9,Section C,Humid,Yes
2939,5,45881,0,67.49,183.23,9.71,8,7,Section D,Humid,No
2940,18,33079,11,61.63,208.54,1.84,8,2,Section B,Dry,No
2941,7,28658,2,102.99,202.73,1.45,7,0,Section D,Normal,No
2942,18,15252,17,41.16,239.68,4.79,2,0,Section D,Normal,No
2943,19,22274,11,118.9,65.34,4.52,19,9,Section D,Humid,No
2944,19,5521,10,61.93,107.33,4.48,27,4,Section A,Humid,No
2945,16,14657,5,133.92,210.14,2.98,21,8,Section D,Normal,Yes
2946,15,48523,18,43.82,134.42,1.47,12,9,Section A,Dry,Yes
2947,24,13029,7,123.67,114.91,9.24,15,5,Section C,Humid,Yes
2948,11,28131,11,44.21,144.24,3.55,20,5,Section D,Humid,No
2949,2,29873,7,22.55,266.54,4.13,2,7,Section D,Normal,Yes
2950,29,47613,3,27.6,103.13,4.27,12,1,Section B,Dry,Yes
2951,7,26692,5,126.03,250.06,1.37,12,4,Section A,Humid,Yes
2952,25,28092,5,89.24,140.12,2.06,6,0,Section D,Humid,Yes
2953,26,33928,8,61.76,217.35,0.23,9,6,Section B,Humid,No
2954,21,46399,3,103.39,86.12,5.02,3,7,Section A,Dry,Yes
2955,1,29254,11,69.04,91.78,5.59,28,5,Section D,Normal,Yes
2956,5,4829,14,126.57,82.96,2.21,25,0,Section B,Normal,No
2957,15,18730,0,117.29,260.86,4.29,7,7,Section A,Humid,No
2958,29,1950,8,80.72,225.07,6.94,21,8,Section C,Dry,No
2959,19,23971,13,21.44,270.23,2.67,5,0,Section C,Humid,No
2960,7,46964,4,87.53,206.23,3.74,24,2,Section D,Normal,No
2961,26,23614,5,69.78,210.67,7.07,29,2,Section A,Dry,No
2962,17,4322,2,97.21,181.89,6.01,29,4,Section C,Normal,Yes
2963,7,30483,6,40.89,64.68,5.11,12,0,Section C,Dry,Yes
2964,24,14245,6,106.43,58.83,8.7,8,5,Section A,Dry,Yes
2965,19,24663,14,46.81,173.35,0.8,19,6,Section C,Dry,Yes
2966,15,43119,10,147.39,174.11,5.31,15,8,Section D,Dry,No
2967,25,26419,18,126.46,105.96,7.03,14,9,Section C,Dry,Yes
2968,24,13059,18,43.55,197.06,2.83,16,6,Section D,Normal,No
2969,25,37025,17,90.74,274.92,2.95,2,6,Section D,Normal,No
2970,28,8307,13,79.14,245.7,5.04,8,7,Section D,Dry,Yes
2971,15,40936,4,125.37,191.65,3.48,22,8,Section B,Humid,No
2972,17,47995,19,116.17,115.62,4.3,14,4,Section B,Normal,Yes
2973,24,39256,8,58.48,109.77,6.94,16,6,Section B,Dry,Yes
2974,29,9236,17,67.36,257.95,3.79,18,7,Section C,Dry,No
2975,25,2851,10,27.82,142.01,0.37,2,7,Section A,Humid,No
2976,14,13969,0,93.75,203.48,1.02,17,4,Section B,Normal,Yes
2977,3,45453,12,118.66,271.38,5.11,17,1,Section B,Dry,Yes
2978,22,37978,10,74.46,142.08,9.36,21,2,Section B,Normal,No
2979,20,45243,8,142.94,225.77,2.93,9,9,Section D,Humid,Yes
2980,4,8369,3,37.84,250.4,0.34,12,2,Section C,Dry,No
2981,22,49487,3,135.81,87.3,8.16,22,7,Section C,Normal,No
2982,5,20167,9,22.8,69.41,7.74,15,5,Section C,Normal,No
2983,8,23268,14,138.72,256.18,8.72,22,1,Section D,Dry,No
2984,7,17085,10,59.72,275.5,4.72,8,9,Section A,Dry,No
2985,27,11389,0,34.27,150.81,0.85,3,4,Section A,Normal,No
2986,15,22439,18,148.6,171.86,1.56,3,8,Section C,Dry,No
2987,12,31975,15,116.79,234.03,9.61,25,6,Section A,Dry,No
2988,28,3523,5,88.93,98.36,8.57,29,7,Section C,Humid,Yes
2989,14,48435,2,71.18,53.62,6.11,24,7,Section D,Humid,Yes
2990,12,1803,3,53.16,263.41,0.61,8,6,Section D,Dry,Yes
2991,15,33975,2,97.67,214.05,0.76,3,1,Section D,Normal,No
2992,15,29876,8,78.36,220.28,1.91,10,4,Section C,Humid,No
2993,8,48916,15,85.84,194.56,6.62,22,4,Section B,Humid,No
2994,26,23235,16,80.05,190.24,9.73,28,3,Section A,Normal,Yes
2995,19,34259,17,103.5,293.63,5.84,1,0,Section B,Dry,Yes
2996,12,32110,12,140.11,207.52,8.4,22,4,Section B,Normal,No
2997,11,8865,9,143.87,84.92,7.68,17,3,Section D,Normal,Yes
2998,21,33216,17,128.56,116.88,2.69,9,6,Section C,Humid,Yes
2999,27,34842,3,54.9,119.33,5.87,20,9,Section A,Normal,No
3000,21,1150,5,52.22,102.25,7.1,4,0,Section B,Dry,No
3001,18,19128,5,95.0,266.03,3.29,25,0,Section B,Dry,No
3002,5,4682,15,146.7,180.2,6.15,20,4,Section A,Humid,Yes
3003,22,30848,19,91.74,169.58,1.38,18,2,Section D,Dry,No
3004,7,29917,13,34.54,296.74,8.03,22,3,Section B,Dry,No
3005,21,17992,2,132.46,60.12,3.18,19,0,Section B,Humid,Yes
3006,25,36227,10,117.08,162.48,3.12,5,8,Section D,Normal,No
3007,21,12768,12,51.05,103.55,7.32,23,3,Section D,Humid,No
3008,18,22934,1,101.89,156.83,7.87,16,1,Section D,Humid,Yes
3009,8,26493,17,49.2,90.48,7.33,12,0,Section B,Normal,Yes
3010,13,26392,0,75.28,85.98,3.39,10,7,Section D,Normal,No
3011,15,48760,14,50.79,116.82,9.21,2,5,Section D,Normal,Yes
3012,23,14978,12,97.58,81.24,5.99,9,6,Section A,Normal,No
3013,24,5738,14,59.41,286.99,3.66,5,8,Section A,Humid,No
3014,24,23376,1,41.85,81.33,3.53,3,5,Section D,Humid,Yes
3015,5,42692,4,27.75,166.49,0.88,12,2,Section D,Humid,No
3016,15,46580,17,102.13,244.86,1.76,28,6,Section D,Normal,No
3017,2,542,16,97.56,261.18,6.57,1,5,Section C,Normal,No
3018,29,22923,16,45.3,290.21,3.21,2,5,Section B,Normal,No
3019,5,22517,18,20.36,189.03,2.65,13,1,Section D,Dry,No
3020,3,44184,4,37.7,127.98,0.15,3,1,Section A,Humid,Yes
3021,25,40924,15,59.7,209.57,8.45,8,9,Section A,Dry,No
3022,21,13220,15,88.01,198.46,2.79,26,8,Section C,Normal,No
3023,23,17079,14,135.13,197.56,3.14,19,6,Section C,Dry,Yes
3024,4,824,16,47.34,139.03,9.94,24,9,Section A,Humid,No
3025,26,37202,17,48.01,269.61,4.84,3,7,Section A,Normal,Yes
3026,28,35536,0,129.74,188.73,5.42,24,6,Section B,Dry,Yes
3027,6,26637,16,86.07,201.09,0.68,5,8,Section A,Dry,Yes
3028,15,7649,3,109.88,158.18,5.13,24,2,Section C,Humid,Yes
3029,28,19849,14,65.08,108.11,4.32,23,5,Section C,Humid,No
3030,4,6619,16,129.05,106.11,8.71,22,4,Section C,Humid,Yes
3031,22,15715,3,78.47,207.86,5.28,2,1,Section C,Normal,No
3032,4,21113,10,137.38,53.25,8.7,13,2,Section B,Dry,No
3033,2,25951,2,72.06,283.23,7.57,9,2,Section D,Normal,No
3034,25,46595,8,125.13,159.01,0.22,23,0,Section A,Normal,Yes
3035,15,22173,10,27.24,264.93,9.73,25,8,Section D,Normal,No
3036,16,40624,9,108.77,157.92,0.82,22,7,Section B,Dry,No
3037,14,48051,5,38.4,79.27,0.45,9,4,Section B,Normal,No
3038,8,21915,4,136.63,76.47,3.17,15,0,Section B,Dry,Yes
3039,20,32218,12,145.4,50.37,4.3,27,3,Section D,Humid,Yes
3040,22,31670,11,61.76,122.44,2.31,2,5,Section B,Normal,No
3041,22,12114,17,93.15,158.06,5.02,20,5,Section D,Humid,Yes
3042,19,9052,16,71.97,55.96,9.68,20,7,Section C,Humid,Yes
3043,21,14578,19,99.68,163.46,5.6,9,1,Section B,Humid,Yes
3044,20,22356,8,66.08,82.44,1.21,17,6,Section D,Humid,No
3045,28,45124,13,126.49,184.93,9.13,8,4,Section B,Dry,No
3046,13,28574,10,24.08,203.85,1.19,28,9,Section A,Normal,Yes
3047,23,30742,14,116.37,176.93,4.63,9,5,Section D,Humid,No
3048,5,37872,12,21.8,179.4,4.67,15,5,Section B,Humid,Yes
3049,22,29529,3,145.18,90.6,7.31,14,7,Section C,Humid,No
3050,18,37568,9,25.27,199.64,6.83,9,9,Section B,Humid,Yes
3051,16,21235,15,123.35,294.2,6.2,6,3,Section C,Normal,Yes
3052,14,22292,14,110.95,293.95,6.4,22,9,Section C,Humid,No
3053,5,2947,5,131.9,137.29,7.63,1,4,Section A,Normal,No
3054,25,49871,3,36.7,232.11,1.81,6,5,Section A,Dry,No
3055,24,26952,11,66.13,160.39,9.77,25,7,Section A,Humid,No
3056,15,41331,15,31.18,84.44,5.5,27,3,Section C,Dry,Yes
3057,19,9870,14,57.5,235.09,7.24,15,0,Section D,Humid,No
3058,4,47562,16,99.21,136.01,5.83,1,7,Section B,Normal,Yes
